fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
-0.5086062327443353,-0.6415145461740833,0.25651304123616997,0.4968786313627594,-1.0442782627559628,0.3348689297950817,0.34359884008507263,-0.3023082113929089,-0.1750486294240278,-1.1942380510703168,0.007026731226309237,5
1.0861432292962363,-0.36443826188004824,1.2425116748250375,-0.7169907037296369,1.86826512687188,-1.439910902333463,-1.842995449966045,-0.2071245357828825,0.2683026148371275,0.7114578461763336,1.600927470694618,7
0.5232904779877992,2.2331519033765286,-2.094714469629591,-0.7169907037296369,0.5059464446265988,0.03907229110699091,-1.2919025801157633,-0.3329029642675778,1.2183409953967503,0.33031866672700316,1.0975903950730472,6
-1.821929319130687,0.2589833777815299,0.10482094376095984,-0.9120768468694863,-1.185207781608923,-1.0257956081701358,-0.616369384815418,-1.526098326379211,0.9649974272475179,-1.1180102151804507,1.0137008824694507,6
-0.5086062327443353,-0.5029764040270658,1.8492800647258796,2.1659489671148044,-0.010795124500921916,0.09823161884460907,0.45026197618512714,1.159441092618478,-0.6817357657224926,-0.2795040203919246,-0.9996474200168323,5
-0.2271798570901162,0.18971430670802117,-0.5019474461398818,-0.6519619893496872,2.1031476582934805,-1.4990702300710812,-1.7718866925660086,0.5815402049860534,1.2183409953967503,0.5590021743966014,-0.32853131918807177,6
1.93042235625889,-0.36443826188004824,1.0908195773498275,-0.47855208433648766,0.22408740692067852,0.5123469130079362,0.3080444613850544,0.4455635255431477,-0.49172808961056685,0.40654650261686925,-0.8318683948096426,5
2.211848731913109,2.2331519033765286,-1.6396381772039597,-0.7169907037296369,1.2105940388913994,-1.439910902333463,-1.5052288523158723,1.3294119419221477,0.07829493872520457,0.2540908308371379,-0.32853131918807177,6
0.05424651856410195,2.2331519033765286,-1.4121000309911442,-0.7386669418562869,1.0696645200384391,-1.0849549359077542,-1.7007779351659724,0.26199500829521,0.4583102909490531,0.10163515905740576,-0.32853131918807177,5
-0.5086062327443353,-0.9185908304681181,-1.3362539822535389,-0.2184372268166884,2.455471455425881,0.27570960205746353,0.9302460886353725,-0.24791753961576177,-1.8217818223940354,-0.5844153639513886,-0.9157579074132374,6
0.4294816861030592,-0.7107836172475919,-0.4261013974022766,2.1442727289881542,0.646875963479559,0.09823161884460907,0.8946917099353543,1.3294119419221477,-1.1884229020209574,-0.6606431998412546,-1.0835369326204287,4
0.6170992698725383,-0.5722454751005746,0.1806669924985651,1.7974529189617552,-0.4335836810598024,2.109648761923627,1.214681118235518,1.723744312306597,0.014959046687897883,1.7024197127445917,-1.3352054704312133,5
-0.6962238165138134,0.6745978042225822,-0.35025534866467134,-0.9337530849961364,0.03618138178339817,-1.4990702300710812,-0.10083089366515456,-0.2683140415321825,0.14163083076251407,-0.050820512722326405,-1.1674264452240235,4
-0.03956227332063799,0.9516740885166168,-0.19856325118946122,2.035891538354905,-1.3731138067462032,-0.4933616585315725,0.4680391655351362,0.1668113326851458,-0.6183998736851831,-0.3557318562817907,1.2653694202802368,8
-0.13337106520537712,-0.15663104865952232,-0.046871153714250685,0.8003459651358583,-0.8093957313343627,0.8673028794336451,0.43248478683511804,-0.859812597108875,-1.5051023622074964,-1.6516050664095128,1.2653694202802368,7
2.3525619197402183,1.6789993347884582,2.1526642596763006,-0.6086095130963872,1.0696645200384391,-1.1441142636453723,-1.629669177765936,1.8053303199723554,-0.3650563055359507,1.2450526974053953,-1.2513159578276185,5
-1.1652677759375107,-1.1263980436886443,-0.27440929992706603,-1.020458037502736,-1.232184287893243,-1.4990702300710812,-1.5585604203658996,-1.6450779208917534,-0.5550639816478764,-1.5753772305196467,0.09091624382990411,5
-0.5086062327443353,-0.6415145461740833,-0.5777934948774871,0.6919647745026086,-0.9033487439030026,-0.315883675318718,0.34359884008507263,0.3843740197938477,0.7116538590982855,0.48277433850673535,-0.16075229398088053,6
-0.8838414002832925,-0.8493217593946094,-0.35025534866467134,-0.8036956562362366,-0.7154427187657225,0.6306655684831725,0.6102566803352089,-0.47227906069657877,1.725028131695215,1.3975083691851276,0.007026731226309237,7
0.14805531044884107,-0.2259001197330311,2.1526642596763006,1.7541004427084554,-0.6684662124814025,0.9264622071712633,0.8769145205853452,1.1934352624792044,-1.251758794058264,-0.9655545434007186,-1.5029844956384046,5
-0.6962238165138134,-0.15663104865952232,-0.27440929992706603,-0.6302857512230372,-0.6684662124814025,0.2165502743198454,0.3791532187850908,-1.7776551833486014,0.014959046687897883,-1.1180102151804507,1.8525960085054025,6
0.7109080617572783,-0.8493217593946094,0.6357432849241963,-0.9120768468694863,-0.6684662124814025,0.453187585270318,-0.15416246171518183,-0.91420326888606,-0.04837684534941162,0.10163515905740576,0.2586952690370954,6
-0.03956227332063799,-0.08736197758601354,0.6357432849241963,-0.8470481324895366,-0.9033487439030026,-1.0257956081701358,-0.5630378167653908,-0.09834319222855044,1.281676887434057,0.5590021743966014,-0.07686278137728564,5
-0.2271798570901162,1.9560756190824933,0.7874353823994064,1.4289568708087066,0.646875963479559,-0.3750430030563362,0.2724900826850363,0.8772894827744185,-0.1750486294240278,-1.4229215587399147,-0.9996474200168323,5
-0.32098864897485613,-0.8493217593946094,0.3323590899737752,2.631988086837777,-0.3396306684911622,0.09823161884460907,0.3080444613850544,1.8053303199723554,0.33163850687443697,-0.3557318562817907,-1.419094983034808,5
0.4294816861030592,-0.15663104865952232,1.5458958697754586,1.6890717283285055,-0.5275366936284422,1.8138521232355356,0.5747023016351908,1.2580241852145997,-1.5051023622074964,-0.4319596921716568,-1.1674264452240235,6
1.93042235625889,1.4365575860311783,-0.046871153714250685,-0.6736382274763372,2.455471455425881,-1.1441142636453723,-1.3807885268658089,0.782105807164392,0.14163083076251407,0.2540908308371379,0.34258478164069023,5
-0.5086062327443353,2.2331519033765286,-2.094714469629591,0.5185548694894092,1.2105940388913994,-1.439910902333463,-1.842995449966045,0.547546035125327,1.915035807807138,-0.20327618450205856,1.4331484454874266,5
0.9923344374114955,-0.5029764040270658,1.3183577235626427,-0.04502732180348897,-0.6214897061970824,-0.670839641744427,-0.27860278716524545,-0.2003257018107297,-0.6183998736851831,-1.4229215587399147,-0.32853131918807177,6
-0.41479744085959525,-0.29516919080653986,1.0149735286122221,1.927510347721655,0.03618138178339817,-0.020087036630627244,1.1613495501854907,1.3600066947967788,-0.49172808961056685,0.33031866672700316,-1.1674264452240235,5
-0.32098864897485613,-0.9185908304681181,0.3323590899737752,-0.8253718943628866,-1.185207781608923,-1.380751574595845,-1.238571012065736,-0.999188693537876,-0.04837684534941162,0.5590021743966014,0.34258478164069023,6
1.1799520211809755,0.4667905910020563,2.1526642596763006,1.6673954902018557,-0.5275366936284422,-0.0792463643682454,1.445784579785636,1.1254469227577515,-0.9984152259090316,0.8639135179560657,-0.6640893696024528,5
-0.5086062327443353,-1.1263980436886443,-0.27440929992706603,-0.7820194181095868,-0.5275366936284422,1.873011450973154,1.1080179821354634,-0.9006056009417542,-0.4283921975732602,-0.8130988716209868,-0.2446418065844769,5
